,blockLot,fullAddress,neighborhood,councilDistrict,policeDistrict,Location 1,lat,long
201,0490 034,827 MADISON AVE,SETON HILL,11.0,CENTRAL,"(39.29963549, -76.62236276)",39.29963549,-76.62236276
202,3566 035,1211 MORLING AVE,HAMPDEN,7.0,NORTHERN,"(39.33412905, -76.63682467)",39.33412905,-76.63682467
203,1568 060,2014 E EAGER ST,MIDDLE EAST,13.0,EASTERN,"(39.30226244, -76.5893798)",39.30226244,-76.5893798
204,5783 039,0,WALTHERSON,2.0,NORTHEASTERN,"(39.34357977, -76.55365572)",39.34357977,-76.55365572
205,6570 073,4610 DILLON PL,GREEKTOWN,1.0,SOUTHEASTERN,"(39.28244354, -76.55684216)",39.28244354,-76.55684216
206,2183C007,62 S FRANKLINTOWN ROAD,SHIPLEY HILL,9.0,SOUTHWESTERN,"(39.28614151, -76.65879975)",39.28614151,-76.65879975
207,2489 060,0,EDMONDSON VILLAGE,8.0,SOUTHWESTERN,"(39.29437246, -76.68198126)",39.29437246,-76.68198126
208,7089 016,0,BROOKLYN,10.0,SOUTHERN,"(39.23713129, -76.60943047)",39.23713129,-76.60943047
209,4758 001C,0,COLDSPRING,6.0,NORTHERN,"(39.34844916, -76.65361523)",39.34844916,-76.65361523
210,3806 016,312 E 20TH ST,BARCLAY,12.0,EASTERN,"(39.31259985, -76.61202722)",39.31259985,-76.61202722
211,0185 005,0,POPPLETON,9.0,WESTERN,"(39.29024908, -76.63419044)",39.29024908,-76.63419044
212,1604 030,2015 ASHLAND AVE,MIDDLE EAST,13.0,EASTERN,"(39.30052434, -76.58870442)",39.30052434,-76.58870442
213,7892 002,0,SAINT PAUL,10.0,SOUTHERN,"(39.26675718, -76.64199747)",39.26675718,-76.64199747
214,4820D010A,5913 FALLS ROAD,NORTH ROLAND PARK/POPLAR HILL,5.0,NORTHERN,"(39.36939543, -76.64860564)",39.36939543,-76.64860564
215,0075 065,911 N PARRISH ST,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.29941316, -76.64212569)",39.29941316,-76.64212569
216,0276 074,315 S BRUCE ST,NEW SOUTHWEST/MOUNT CLARE,9.0,SOUTHERN,"(39.28377774, -76.64409447)",39.28377774,-76.64409447
217,2202 031A,309 N WARWICK AVE,PENROSE/FAYETTE STREET OUTREACH,9.0,SOUTHWESTERN,"(39.29214834, -76.65582501)",39.29214834,-76.65582501
218,1126 083,1517 N DALLAS ST,OLIVER,12.0,EASTERN,"(39.30797615, -76.59734748)",39.30797615,-76.59734748
219,6313 021,0,HIGHLANDTOWN,1.0,SOUTHEASTERN,"(39.28827103, -76.56869404)",39.28827103,-76.56869404
220,0021 102,1540 N BRUCE ST,SANDTOWN-WINCHESTER,7.0,WESTERN,"(39.3061571, -76.64563562)",39.3061571,-76.64563562
221,7380 015,3726 LEO ST,FAIRFIELD AREA,10.0,SOUTHERN,"(39.23054946, -76.56869218)",39.23054946,-76.56869218
222,0170 019,213 N CARROLLTON AVE,POPPLETON,9.0,WESTERN,"(39.2916516, -76.63661119)",39.2916516,-76.63661119
223,3503 054,712 SINGER AVE,HAMPDEN,14.0,NORTHERN,"(39.32616461, -76.62848632)",39.32616461,-76.62848632
224,0315 042,410 PRESSTMAN ST,DRUID HEIGHTS,11.0,CENTRAL,"(39.30795203, -76.63509694)",39.30795203,-76.63509694
225,0180 053,110 N GILMOR ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.29020358, -76.64273085)",39.29020358,-76.64273085
226,4048A044,3622 OLD YORK ROAD,WAVERLY,14.0,NORTHERN,"(39.332726, -76.60808583)",39.332726,-76.60808583
227,4.18E+146,0,BELAIR-EDISON,13.0,NORTHEASTERN,"(39.31999699, -76.56572616)",39.31999699,-76.56572616
228,3301 064,3303 DUPONT AVE,CENTRAL PARK HEIGHTS,6.0,NORTHWESTERN,"(39.34265417, -76.67077716)",39.34265417,-76.67077716
229,5288 023A,0,LOCH RAVEN,4.0,NORTHEASTERN,"(39.35522168, -76.57563223)",39.35522168,-76.57563223
230,0259 024A,203 S PAYSON ST,CARROLLTON RIDGE,9.0,SOUTHERN,"(39.28468132, -76.64829079)",39.28468132,-76.64829079
231,7958 054,0,ROGNEL HEIGHTS,8.0,SOUTHWESTERN,"(39.29619053, -76.6933975)",39.29619053,-76.6933975
232,7757 009,0,MORRELL PARK,10.0,SOUTHWESTERN,"(39.26305145, -76.65703753)",39.26305145,-76.65703753
233,2311 015,1828 THOMAS AVE,COPPIN HEIGHTS/ASH-CO-EAST,7.0,WESTERN,"(39.30896587, -76.65841029)",39.30896587,-76.65841029
234,1449 019,1802 N CASTLE ST,BROADWAY EAST,12.0,EASTERN,"(39.3112423, -76.58963949)",39.3112423,-76.58963949
235,0026 022,1800 LORMAN ST,SANDTOWN-WINCHESTER,7.0,WESTERN,"(39.30437766, -76.64656881)",39.30437766,-76.64656881
236,5.14E+53,0,MID-GOVANS,4.0,NORTHERN,"(39.35852551, -76.60456296)",39.35852551,-76.60456296
237,7378 012,3623 LEO ST,FAIRFIELD AREA,10.0,SOUTHERN,"(39.23150203, -76.56847904)",39.23150203,-76.56847904
238,0692 003A,0,DOWNTOWN WEST,11.0,CENTRAL,"(39.28466919, -76.61739354)",39.28466919,-76.61739354
239,5267O076,0,STONEWOOD-PENTWOOD-WINSTON,3.0,NORTHEASTERN,"(39.34692244, -76.5865676)",39.34692244,-76.5865676
240,2722 030,0,DORCHESTER,6.0,NORTHWESTERN,"(39.33263836, -76.68803407)",39.33263836,-76.68803407
241,4114A001,2511 AISQUITH ST,COLDSTREAM HOMESTEAD MONTEBELLO,14.0,NORTHEASTERN,"(39.31806064, -76.59730344)",39.31806064,-76.59730344
242,3413 073,1410 TRACTION ST,PENN NORTH,7.0,WESTERN,"(39.31225999, -76.64082819)",39.31225999,-76.64082819
243,3575A103,0,MEDFIELD,7.0,NORTHERN,"(39.33998868, -76.63960971)",39.33998868,-76.63960971
244,4621 037,3219 WOODLAND AVE,CENTRAL PARK HEIGHTS,6.0,NORTHWESTERN,"(39.34449854, -76.67205753)",39.34449854,-76.67205753
245,7427 001,1930 ANNAPOLIS ROAD,WESTPORT,10.0,SOUTHERN,"(39.26786258, -76.6316509)",39.26786258,-76.6316509
246,1276 029,0,OLDTOWN,12.0,EASTERN,"(39.29771018, -76.60375398)",39.29771018,-76.60375398
247,1473 075,1612 N MONTFORD AVE,BROADWAY EAST,13.0,EASTERN,"(39.30948195, -76.58462501)",39.30948195,-76.58462501
248,0251 008,1017 W LOMBARD ST,HOLLINS MARKET,9.0,SOUTHERN,"(39.28654958, -76.63434928)",39.28654958,-76.63434928
249,0221 008,123 MCPHAIL ST,SHIPLEY HILL,9.0,SOUTHWESTERN,"(39.28634259, -76.65256986)",39.28634259,-76.65256986
250,6135B173,4327 ORCHARD RIDGE BLVD,ORCHARD RIDGE,13.0,NORTHEASTERN,"(39.313167, -76.55973356)",39.313167,-76.55973356
251,1517 123,2038 ELLSWORTH ST,BROADWAY EAST,13.0,EASTERN,"(39.30625754, -76.58883011)",39.30625754,-76.58883011
252,3803 006,312 E NORTH AVE,BARCLAY,12.0,EASTERN,"(39.31161813, -76.61135241)",39.31161813,-76.61135241
253,5142 043,0,CAMERON VILLAGE,4.0,NORTHERN,"(39.35611924, -76.59928169)",39.35611924,-76.59928169
254,2880B024,0,FAIRMONT,7.0,SOUTHWESTERN,"(39.31030479, -76.68272777)",39.31030479,-76.68272777
255,0228 045,24 S MOUNT ST,UNION SQUARE,9.0,SOUTHERN,"(39.28675286, -76.64396683)",39.28675286,-76.64396683
256,2482B031,611 N LONGWOOD ST,FRANKLINTOWN ROAD,9.0,SOUTHWESTERN,"(39.29505761, -76.66647357)",39.29505761,-76.66647357
257,1473 065,1632 N MONTFORD AVE,BROADWAY EAST,13.0,EASTERN,"(39.30984508, -76.58464819)",39.30984508,-76.58464819
258,0187 046,117 N SCHROEDER ST,POPPLETON,9.0,WESTERN,"(39.29046832, -76.63364965)",39.29046832,-76.63364965
259,3408 110,1525 KENSETT ST,PENN NORTH,7.0,WESTERN,"(39.31297771, -76.64361622)",39.31297771,-76.64361622
260,4.78E+40,60 BOUTON GREEN CT,CROSS KEYS,6.0,NORTHERN,"(39.35671057, -76.64814723)",39.35671057,-76.64814723
261,0818 025,833 W OSTEND ST,CARROLL - CAMDEN INDUSTRIAL AREA,10.0,SOUTHERN,"(39.27810104, -76.6294761)",39.27810104,-76.6294761
262,1142B056,1309 PROCTOR ST,JOHNSTON SQUARE,12.0,EASTERN,"(39.30550256, -76.60715944)",39.30550256,-76.60715944
263,1549 065,1806 HENNEMAN AVE,MIDDLE EAST,12.0,EASTERN,"(39.30395656, -76.59202793)",39.30395656,-76.59202793
264,1182 041,1034 HOMEWOOD AVE,JOHNSTON SQUARE,12.0,EASTERN,"(39.30220329, -76.60662939)",39.30220329,-76.60662939
265,4579 036,3500 W GARRISON AVE,CENTRAL PARK HEIGHTS,6.0,NORTHWESTERN,"(39.34574564, -76.67677936)",39.34574564,-76.67677936
266,1737 086,0,BUTCHER'S HILL,13.0,SOUTHEASTERN,"(39.29132009, -76.58854079)",39.29132009,-76.58854079
267,2388 037,0,WINCHESTER,9.0,SOUTHWESTERN,"(39.30079175, -76.66466804)",39.30079175,-76.66466804
268,0431 012,1104 ARGYLE AVE,UPTON,11.0,CENTRAL,"(39.29791149, -76.62980823)",39.29791149,-76.62980823
269,7076 022,523 FREEMAN ST,BROOKLYN,10.0,SOUTHERN,"(39.23697567, -76.60283533)",39.23697567,-76.60283533
270,0195 074,13 N VINCENT ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.28891905, -76.64298002)",39.28891905,-76.64298002
271,4652C036,0,CHESWOLDE,5.0,NORTHWESTERN,"(39.36937394, -76.66919882)",39.36937394,-76.66919882
272,4652D039,0,MOUNT WASHINGTON,5.0,NORTHERN,"(39.37031892, -76.66315545)",39.37031892,-76.66315545
273,7477 024,2640 HURON ST,MOUNT WINANS,10.0,SOUTHERN,"(39.2605254, -76.64616974)",39.2605254,-76.64616974
274,0065 045,1006 N CARROLLTON AVE,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.30043593, -76.63761548)",39.30043593,-76.63761548
275,1499 002,2002 E HOFFMAN ST,BROADWAY EAST,13.0,EASTERN,"(39.3067795, -76.5898974)",39.3067795,-76.5898974
276,1158 090,1213 HOLBROOK ST,OLIVER,12.0,EASTERN,"(39.30448302, -76.60275086)",39.30448302,-76.60275086
277,7802 005,2462 WASHINGTON BLVD,MORRELL PARK,10.0,SOUTHWESTERN,"(39.2673333, -76.65217545)",39.2673333,-76.65217545
278,4111 002B,0,COLDSTREAM HOMESTEAD MONTEBELLO,14.0,NORTHEASTERN,"(39.32313636, -76.59875608)",39.32313636,-76.59875608
279,5433 059,0,HAMILTON HILLS,3.0,NORTHEASTERN,"(39.36205149, -76.56225469)",39.36205149,-76.56225469
280,7796 017A,1516 PARKSLEY AVE,MORRELL PARK,10.0,SOUTHWESTERN,"(39.26807347, -76.65665744)",39.26807347,-76.65665744
281,0122 041,535 N MOUNT ST,HARLEM PARK,9.0,WESTERN,"(39.29469332, -76.64385309)",39.29469332,-76.64385309
282,6512 005,1501 S HAVEN ST,CANTON INDUSTRIAL AREA,1.0,SOUTHEASTERN,"(39.27556967, -76.56122762)",39.27556967,-76.56122762
283,5200 147,845 E COLD SPRING LANE,WILSON PARK,4.0,NORTHERN,"(39.3451675, -76.60344194)",39.3451675,-76.60344194
284,1494 010,1417 N BROADWAY,BROADWAY EAST,12.0,EASTERN,"(39.30702808, -76.59444503)",39.30702808,-76.59444503
285,3235 047,2304 BRYANT AVE,PARKVIEW/WOODBROOK,7.0,WESTERN,"(39.31713485, -76.64869656)",39.31713485,-76.64869656
286,3061B038,3217 VICKERS ROAD,HANLON-LONGWOOD,7.0,NORTHWESTERN,"(39.31738693, -76.67173969)",39.31738693,-76.67173969
287,6050 136,0,FRANKFORD,2.0,NORTHEASTERN,"(39.32349015, -76.53454705)",39.32349015,-76.53454705
288,4652D094,5912 EASTCLIFF DR,MOUNT WASHINGTON,5.0,NORTHERN,"(39.36903569, -76.66304787)",39.36903569,-76.66304787
289,1096 072,406 BOWEN AL,GREENMOUNT WEST,12.0,EASTERN,"(39.3105123, -76.61031503)",39.3105123,-76.61031503
290,0194 090,6 N BRUCE ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.28851561, -76.64463386)",39.28851561,-76.64463386
291,8429 002,0,FRANKLINTOWN,8.0,SOUTHWESTERN,"(39.30513503, -76.71110316)",39.30513503,-76.71110316
292,7885 005,2223 W HAMBURG ST,SAINT PAUL,10.0,SOUTHERN,"(39.26876894, -76.64385696)",39.26876894,-76.64385696
293,0059 073,1019 MCKEAN AVE,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.30054285, -76.64659337)",39.30054285,-76.64659337
294,7381 012,3723 LEO ST,FAIRFIELD AREA,10.0,SOUTHERN,"(39.230705, -76.56823738)",39.230705,-76.56823738
295,0264 046,232 S CALHOUN ST,NEW SOUTHWEST/MOUNT CLARE,9.0,SOUTHERN,"(39.28475634, -76.63956581)",39.28475634,-76.63956581
296,0685B037,710 MELVIN DR,RIDGELY'S DELIGHT,11.0,SOUTHERN,"(39.28480359, -76.62611133)",39.28480359,-76.62611133
297,0010 024,1647 WESTWOOD AVE,SANDTOWN-WINCHESTER,7.0,WESTERN,"(39.30868728, -76.6447475)",39.30868728,-76.6447475
298,1102 122,1614 EARECKSON PL,OLIVER,12.0,EASTERN,"(39.31133057, -76.59585613)",39.31133057,-76.59585613
299,6498A012A,3901 O'DONNELL ST,CANTON INDUSTRIAL AREA,1.0,SOUTHEASTERN,"(39.27949661, -76.56318936)",39.27949661,-76.56318936
300,0347 045,534 MCMECHEN ST,UPTON,11.0,CENTRAL,"(39.30357415, -76.63281897)",39.30357415,-76.63281897
301,1452 034,1801 N PATTERSON PARK AVE,BROADWAY EAST,12.0,EASTERN,"(39.31156813, -76.58574309)",39.31156813,-76.58574309
302,4652D068,6204 IVYDENE TERR,CHESWOLDE,5.0,NORTHWESTERN,"(39.37077023, -76.66668092)",39.37077023,-76.66668092
303,2505A104,0,EDGEWOOD,8.0,SOUTHWESTERN,"(39.29612315, -76.67738133)",39.29612315,-76.67738133
304,2366 010,1000 N WARWICK AVE,BRIDGEVIEW/GREENLAWN,9.0,WESTERN,"(39.30008436, -76.65690687)",39.30008436,-76.65690687
305,1310 001A,0,PLEASANT VIEW GARDENS,12.0,SOUTHEASTERN,"(39.29422818, -76.6018608)",39.29422818,-76.6018608
306,0195 083,18 N VINCENT ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.28901744, -76.64325199)",39.28901744,-76.64325199
307,4171 128,1950 PERLMAN PL,SOUTH CLIFTON PARK,12.0,EASTERN,"(39.31370307, -76.58703947)",39.31370307,-76.58703947
308,1568 050,2034 E EAGER ST,MIDDLE EAST,13.0,EASTERN,"(39.3022836, -76.58884953)",39.3022836,-76.58884953
309,0302 030,567 BAKER ST,DRUID HEIGHTS,7.0,CENTRAL,"(39.30870858, -76.63948295)",39.30870858,-76.63948295
310,3811 009,2116 N CALVERT ST,BARCLAY,12.0,NORTHERN,"(39.31383121, -76.61422308)",39.31383121,-76.61422308
311,1147 002,1234 E PRESTON ST,OLIVER,12.0,EASTERN,"(39.30529046, -76.6007431)",39.30529046,-76.6007431
312,7119 066,0,BROOKLYN,10.0,SOUTHERN,"(39.23046451, -76.6006622)",39.23046451,-76.6006622
313,8421 006,0,FRANKLINTOWN,8.0,SOUTHWESTERN,"(39.30891581, -76.70974309)",39.30891581,-76.70974309
314,1922 005,1401 KEY HWY, ,11.0,SOUTHERN,"(39.27955176, -76.60509117)",39.27955176,-76.60509117
315,4576 045,0,LANGSTON HUGHES,6.0,NORTHWESTERN,"(39.34454318, -76.67945377)",39.34454318,-76.67945377
316,0237 059,867 BOYD ST,HOLLINS MARKET,9.0,SOUTHERN,"(39.28727777, -76.63098642)",39.28727777,-76.63098642
317,0223 052,2004 BOYD ST,BOYD-BOOTH,9.0,SOUTHWESTERN,"(39.28665128, -76.64904376)",39.28665128,-76.64904376
318,4175 051,2332 E NORTH AVE,SOUTH CLIFTON PARK,12.0,EASTERN,"(39.31274269, -76.58514621)",39.31274269,-76.58514621
319,1640 073,619 N PORT ST,MCELDERRY PARK,13.0,SOUTHEASTERN,"(39.29840238, -76.58280195)",39.29840238,-76.58280195
320,1163 006,1513 E PRESTON ST,OLIVER,12.0,EASTERN,"(39.30506114, -76.59725558)",39.30506114,-76.59725558
321,5202 017,502 E 42ND ST,PEN LUCY,4.0,NORTHERN,"(39.34046052, -76.60850999)",39.34046052,-76.60850999
322,0327 059,562 LAURENS ST,UPTON,11.0,CENTRAL,"(39.30487858, -76.63509486)",39.30487858,-76.63509486
323,7805 010,2234 WASHINGTON BLVD,MORRELL PARK,10.0,SOUTHWESTERN,"(39.27023286, -76.64889453)",39.27023286,-76.64889453
324,3347F059,2613 LOTUS AL,GREENSPRING,6.0,NORTHERN,"(39.33892076, -76.66218243)",39.33892076,-76.66218243
325,7865 010A,0,MORRELL PARK,10.0,SOUTHWESTERN,"(39.26441226, -76.65339803)",39.26441226,-76.65339803
326,6140 004,0,ORANGEVILLE,13.0,EASTERN,"(39.30778459, -76.56212901)",39.30778459,-76.56212901
327,4137 025,1562 ABBOTSTON ST,COLDSTREAM HOMESTEAD MONTEBELLO,14.0,NORTHEASTERN,"(39.32327729, -76.59468791)",39.32327729,-76.59468791
328,6046 038,0,FRANKFORD,2.0,NORTHEASTERN,"(39.3250795, -76.5382545)",39.3250795,-76.5382545
329,7835 021,2819 WASHINGTON BLVD,MORRELL PARK,10.0,SOUTHWESTERN,"(39.26292848, -76.65616039)",39.26292848,-76.65616039
330,4053 048,602 VENABLE AVE,WAVERLY,14.0,NORTHERN,"(39.32925387, -76.6081158)",39.32925387,-76.6081158
331,3410 074,2632 FLORA ST,PENN NORTH,7.0,WESTERN,"(39.31442742, -76.64328213)",39.31442742,-76.64328213
332,2817 045,2120 CHELSEA TERR,MOUNT HOLLY,7.0,SOUTHWESTERN,"(39.31257336, -76.68116362)",39.31257336,-76.68116362
333,0413 044,1208 WILMER CT,UPTON,11.0,CENTRAL,"(39.29932296, -76.63052502)",39.29932296,-76.63052502
334,1419 074,1625 E PRATT ST,FELLS POINT,12.0,SOUTHEASTERN,"(39.28901862, -76.59467056)",39.28901862,-76.59467056
335,0373 070,0,UPTON,11.0,CENTRAL,"(39.30064633, -76.6335667)",39.30064633,-76.6335667
336,0156 005,1013 W MULBERRY ST,POPPLETON,9.0,WESTERN,"(39.29308357, -76.6346138)",39.29308357,-76.6346138
337,7803 009,1700 SPENCE ST,MORRELL PARK,10.0,SOUTHWESTERN,"(39.26947385, -76.65248571)",39.26947385,-76.65248571
338,4756 003,2007 W OLD COLD SPRING LANE,COLDSPRING,6.0,NORTHERN,"(39.34599849, -76.64967592)",39.34599849,-76.64967592
339,1669 066,402 N DUNCAN ST,CARE,13.0,EASTERN,"(39.29576895, -76.58719049)",39.29576895,-76.58719049
340,0861 084,551 S PACA ST,RIDGELY'S DELIGHT,11.0,SOUTHERN,"(39.28331489, -76.62385706)",39.28331489,-76.62385706
341,1395 010,1642 E PRATT ST,WASHINGTON HILL,12.0,SOUTHEASTERN,"(39.28939919, -76.59426592)",39.28939919,-76.59426592
342,0216 024,1213 W BALTIMORE ST,HOLLINS MARKET,9.0,SOUTHERN,"(39.28837425, -76.63720698)",39.28837425,-76.63720698
343,3576A146,0,MEDFIELD,7.0,NORTHERN,"(39.33740013, -76.64337593)",39.33740013,-76.64337593
344,0254 080B,840 LEMMON ST,HOLLINS MARKET,9.0,SOUTHERN,"(39.28658021, -76.62964138)",39.28658021,-76.62964138
345,3403 073,1572 RICHLAND ST,PENN NORTH,7.0,WESTERN,"(39.3132127, -76.64561062)",39.3132127,-76.64561062
346,5468 053,2625 CANTERBURY ROAD,HAMILTON HILLS,3.0,NORTHEASTERN,"(39.37190157, -76.55115727)",39.37190157,-76.55115727
347,5426 032,0,HAMILTON HILLS,3.0,NORTHEASTERN,"(39.36069309, -76.56582679)",39.36069309,-76.56582679
348,4048A035,0,WAVERLY,14.0,NORTHERN,"(39.33393093, -76.60847507)",39.33393093,-76.60847507
349,1126 073,1524 N DALLAS ST,OLIVER,12.0,EASTERN,"(39.30808571, -76.59764959)",39.30808571,-76.59764959
350,5818A111,0,WALTHERSON,2.0,NORTHEASTERN,"(39.34028158, -76.55235347)",39.34028158,-76.55235347
351,1126 065,1508 N DALLAS ST,OLIVER,12.0,EASTERN,"(39.30781816, -76.59763471)",39.30781816,-76.59763471
352,3590 021Q,0,HOES HEIGHTS,14.0,NORTHERN,"(39.34092592, -76.63831082)",39.34092592,-76.63831082
353,6629C044D,0,GREEKTOWN,1.0,SOUTHEASTERN,"(39.2858474, -76.55070674)",39.2858474,-76.55070674
354,4041A040,0,EAST BALTIMORE MIDWAY,12.0,EASTERN,"(39.31725446, -76.60700733)",39.31725446,-76.60700733
355,0089 025A,825 1/2 N CALHOUN ST,HARLEM PARK,9.0,WESTERN,"(39.29869842, -76.63996376)",39.29869842,-76.63996376
356,6135 012,0,FRANKFORD,2.0,NORTHEASTERN,"(39.31775064, -76.55354061)",39.31775064,-76.55354061
357,2454 003,0,ROSEMONT,9.0,SOUTHWESTERN,"(39.30420697, -76.67025988)",39.30420697,-76.67025988
358,1181 049,1037 FORREST ST,JOHNSTON SQUARE,12.0,EASTERN,"(39.3023586, -76.60820096)",39.3023586,-76.60820096
359,2530C085A,0,YALE HEIGHTS,8.0,SOUTHWESTERN,"(39.27687098, -76.69190318)",39.27687098,-76.69190318
360,2281 382,0,ALLENDALE,8.0,SOUTHWESTERN,"(39.2899006, -76.67464587)",39.2899006,-76.67464587
361,4820D011,5915 FALLS ROAD,NORTH ROLAND PARK/POPLAR HILL,5.0,NORTHERN,"(39.36948636, -76.64866509)",39.36948636,-76.64866509
362,3823 066,345 CAMP ST,BARCLAY,12.0,EASTERN,"(39.3161195, -76.61183362)",39.3161195,-76.61183362
363,0932 120A,1015 CREEK ST,SHARP-LEADENHALL,11.0,SOUTHERN,"(39.2770005, -76.61696794)",39.2770005,-76.61696794
364,5216 056,0,WRENLANE,4.0,NORTHERN,"(39.34453657, -76.6058355)",39.34453657,-76.6058355
365,5691 062,0,GLENHAM-BELHAR,2.0,NORTHEASTERN,"(39.34701362, -76.54450202)",39.34701362,-76.54450202
366,3949D003,0,LAURAVILLE,3.0,NORTHEASTERN,"(39.34435032, -76.5805281)",39.34435032,-76.5805281
367,1735 026A,0,WASHINGTON HILL,13.0,SOUTHEASTERN,"(39.29130937, -76.59115309)",39.29130937,-76.59115309
368,6333 014A,0,PULASKI INDUSTRIAL AREA,1.0,SOUTHEASTERN,"(39.29537374, -76.55241282)",39.29537374,-76.55241282
369,3972 007,0,WAVERLY,4.0,NORTHERN,"(39.33605035, -76.60735574)",39.33605035,-76.60735574
370,0393 062,624 W LANVALE ST,UPTON,11.0,CENTRAL,"(39.29945056, -76.63202047)",39.29945056,-76.63202047
371,5898H019,4205 WOODSTOCK AVE,ARCADIA,3.0,NORTHEASTERN,"(39.33096576, -76.56698188)",39.33096576,-76.56698188
372,5475 239A,2805 GLENDALE AVE,NORTH HARFORD ROAD,3.0,NORTHEASTERN,"(39.37195545, -76.54903499)",39.37195545,-76.54903499
373,1148 024,1332 N EDEN ST,OLIVER,12.0,EASTERN,"(39.30587289, -76.5999076)",39.30587289,-76.5999076
374,8415 004A,0,FRANKLINTOWN,8.0,SOUTHWESTERN,"(39.31106973, -76.70920963)",39.31106973,-76.70920963
375,4098 013S,1362 HOMESTEAD ST,COLDSTREAM HOMESTEAD MONTEBELLO,14.0,NORTHEASTERN,"(39.32348952, -76.59931754)",39.32348952,-76.59931754
376,4180 004,2004 BELAIR ROAD,CLIFTON PARK,14.0,NORTHEASTERN,"(39.3147073, -76.58195785)",39.3147073,-76.58195785
377,5864 033,0,WALTHERSON,3.0,NORTHEASTERN,"(39.33321217, -76.56156005)",39.33321217,-76.56156005
378,5845C003,0,WALTHERSON,2.0,NORTHEASTERN,"(39.33562402, -76.55562169)",39.33562402,-76.55562169
379,1215 008,914 N BROADWAY,GAY STREET,12.0,EASTERN,"(39.30088698, -76.59477519)",39.30088698,-76.59477519
380,2530C017A,0,YALE HEIGHTS,8.0,SOUTHWESTERN,"(39.27788027, -76.69287901)",39.27788027,-76.69287901
381,1151 067,1617 ELLSWORTH ST,OLIVER,12.0,EASTERN,"(39.30569405, -76.59585671)",39.30569405,-76.59585671
382,1181 055,1025 FORREST ST,JOHNSTON SQUARE,12.0,EASTERN,"(39.30214664, -76.6081364)",39.30214664,-76.6081364
383,1096 063,1816 BRENTWOOD AVE,GREENMOUNT WEST,12.0,EASTERN,"(39.3108639, -76.61035226)",39.3108639,-76.61035226
384,0322 002,1902 MCCULLOH ST,DRUID HEIGHTS,11.0,CENTRAL,"(39.30724122, -76.63394615)",39.30724122,-76.63394615
385,3324 011,3620 PARK HEIGHTS AVE,PARK CIRCLE,6.0,NORTHWESTERN,"(39.32998205, -76.65980957)",39.32998205,-76.65980957
386,0023 017,1509 BAKER ST,SANDTOWN-WINCHESTER,7.0,WESTERN,"(39.30659403, -76.64284956)",39.30659403,-76.64284956
387,4790 109,0,MEDFIELD,7.0,NORTHERN,"(39.34164363, -76.64037061)",39.34164363,-76.64037061
388,1531 019,1836 E BIDDLE ST,BROADWAY EAST,12.0,EASTERN,"(39.30461281, -76.59153429)",39.30461281,-76.59153429
389,5854 024,4118 SOUTHERN AVE,WALTHERSON,3.0,NORTHEASTERN,"(39.33399928, -76.55864268)",39.33399928,-76.55864268
390,1102 090,1820 N BETHEL ST,OLIVER,12.0,EASTERN,"(39.31126652, -76.59643523)",39.31126652,-76.59643523
391,3423 017,2311 MCCULLOH ST,RESERVOIR HILL,7.0,CENTRAL,"(39.31086843, -76.63726313)",39.31086843,-76.63726313
392,1184 011,920 E EAGER ST,JOHNSTON SQUARE,12.0,EASTERN,"(39.30166237, -76.60433997)",39.30166237,-76.60433997
393,6732 048,0,GRACELAND PARK,1.0,SOUTHEASTERN,"(39.28357706, -76.53015733)",39.28357706,-76.53015733
394,1707 092,101 N BRADFORD ST,PATTERSON PLACE,1.0,SOUTHEASTERN,"(39.29343339, -76.58393676)",39.29343339,-76.58393676
395,1419 107,0,FELLS POINT,12.0,SOUTHEASTERN,"(39.28867476, -76.59426935)",39.28867476,-76.59426935
396,2243C001,0,SAINT JOSEPHS,8.0,SOUTHWESTERN,"(39.28353897, -76.67700016)",39.28353897,-76.67700016
397,4629 030,3105 WYLIE AVE,CENTRAL PARK HEIGHTS,6.0,NORTHWESTERN,"(39.34131308, -76.66631408)",39.34131308,-76.66631408
398,4001 039,709 E 20TH ST,EAST BALTIMORE MIDWAY,12.0,EASTERN,"(39.31236287, -76.60800161)",39.31236287,-76.60800161
399,3590 002,4201 HICKORY AVE,HOES HEIGHTS,14.0,NORTHERN,"(39.33944167, -76.63651758)",39.33944167,-76.63651758
400,2425 004A,0,NORTHWEST COMMUNITY ACTION,7.0,SOUTHWESTERN,"(39.30768375, -76.66762261)",39.30768375,-76.66762261
401,1031 055,0,RIVERSIDE,11.0,SOUTHERN,"(39.26886211, -76.6114176)",39.26886211,-76.6114176
402,0194 032,1718 W BALTIMORE ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.28844992, -76.64431912)",39.28844992,-76.64431912
403,4177 013,1910 N ROSE ST,BEREA,13.0,EASTERN,"(39.31340033, -76.5825305)",39.31340033,-76.5825305
404,1641 039,603 N ROSE ST,MCELDERRY PARK,13.0,SOUTHEASTERN,"(39.29813529, -76.58136952)",39.29813529,-76.58136952
